,# of rooms,Area,Floor,Location,Price
598,3,78.0,4,Ауэзовский,27999999.0
599,4,90.0,6,Бостандыкский,37800000.0
600,4,81.0,5,Ауэзовский,30000000.0
601,2,47.5,4,Ауэзовский,17000000.0
602,4,150.0,1,Алатауский,15000000.0
603,4,130.0,3,Бостандыкский,55000000.0
604,1,50.6,9,Ауэзовский,25000000.0
605,2,55.0,4,Медеуский,22000000.0
606,4,102.0,8,Бостандыкский,51000000.0
607,2,68.7,7,Алатауский,18000000.0
608,1,28.0,1,Турксибский,6500000.0
609,2,66.6,5,Алатауский,19000000.0
610,2,58.0,8,Алатауский,21000000.0
611,3,59.0,1,Ауэзовский,18000000.0
612,3,105.0,6,Алмалинский,42000000.0
613,2,77.0,10,Бостандыкский,38700000.0
614,3,120.0,7,Медеуский,50000000.0
615,4,137.0,12,Алатауский,22000000.0
616,2,43.0,2,Ауэзовский,16500000.0
617,3,72.0,5,Алмалинский,25000000.0
618,2,41.0,4,Бостандыкский,14000000.0
619,5,125.0,7,Бостандыкский,41000000.0
620,2,46.0,2,Ауэзовский,15800000.0
621,4,83.0,5,Ауэзовский,27000000.0
622,2,54.0,3,Алмалинский,23000000.0
623,3,75.6,1,Алатауский,25000000.0
624,2,43.0,4,Жетысуский,14500000.0
625,1,34.0,2,Турксибский,9500000.0
626,3,63.0,3,Алмалинский,25000000.0
627,2,52.0,2,Бостандыкский,22200000.0
628,3,94.0,7,Медеуский,43500000.0
629,2,51.0,2,Медеуский,21500000.0
630,2,47.0,3,Ауэзовский,15000000.0
631,3,70.0,6,Турксибский,17500000.0
632,3,65.6,5,Алмалинский,20300000.0
633,2,70.0,6,Жетысуский,20500000.0
634,2,45.0,3,Ауэзовский,17700000.0
635,2,45.0,4,Бостандыкский,16500000.0
636,3,111.0,4,Бостандыкский,51800000.0
637,3,52.0,1,Медеуский,20000000.0
638,3,110.0,4,Ауэзовский,47000000.0
639,3,70.0,4,Турксибский,19000000.0
640,2,45.0,3,Турксибский,25000000.0
641,3,73.8,8,Бостандыкский,23200000.0
642,2,62.0,5,Жетысуский,13399999.0
643,2,43.5,4,Ауэзовский,16000000.0
644,3,60.0,2,Алмалинский,19700000.0
645,2,45.1,3,Ауэзовский,16500000.0
646,3,81.0,3,Алмалинский,28000000.0
647,3,93.0,5,Ауэзовский,29500000.0
648,3,110.0,3,Бостандыкский,100000000.0
649,3,130.0,8,Бостандыкский,90000000.0
650,3,76.0,2,Бостандыкский,27900000.0
651,3,93.0,3,Ауэзовский,40000000.0
652,3,110.0,4,Бостандыкский,45300000.0
653,2,94.4,3,Бостандыкский,71725000.0
654,3,120.0,8,Медеуский,56000000.0
655,3,120.0,8,Медеуский,56000000.0
656,3,100.0,3,Алмалинский,44500000.0
657,1,60.0,10,Наурызбайский,13800000.0
658,1,51.0,4,Алатауский,15500000.0
659,3,100.0,4,Алмалинский,42000000.0
660,1,40.0,3,Алмалинский,16500000.0
661,2,65.8,5,Жетысуский,14399999.0
662,1,43.0,2,Турксибский,12000000.0
663,2,46.0,2,Бостандыкский,18800000.0
664,2,81.4,2,Медеуский,37700000.0
665,2,115.0,5,Алмалинский,45625000.0
666,3,140.0,5,Алмалинский,72000000.0
667,3,165.0,11,Алмалинский,75000000.0
668,2,52.0,5,Бостандыкский,20700000.0
669,4,116.0,10,Бостандыкский,88000000.0
670,2,65.0,5,Бостандыкский,21400000.0
671,2,72.0,7,Ауэзовский,32300000.0
672,5,110.0,8,Бостандыкский,40000000.0
673,2,43.0,2,Ауэзовский,15000000.0
674,2,39.0,3,Бостандыкский,16500000.0
675,2,46.0,5,Медеуский,23500000.0
676,2,42.0,4,Бостандыкский,16200000.0
677,2,65.0,1,Жетысуский,13399999.0
678,2,54.0,2,Алмалинский,12000000.0
679,1,38.0,2,Алмалинский,14000000.0
680,3,118.0,4,Медеуский,85000000.0
681,2,46.0,5,Ауэзовский,15000000.0
682,1,32.0,4,Ауэзовский,11800000.0
683,4,100.0,3,Бостандыкский,65000000.0
684,3,77.0,8,Бостандыкский,29500000.0
685,2,42.0,3,Бостандыкский,19400000.0
686,3,72.0,9,Бостандыкский,27400000.0
687,2,64.0,5,Жетысуский,14399999.0
688,1,33.0,3,Медеуский,14300000.0
689,2,42.4,4,Бостандыкский,16500000.0
690,3,70.0,3,Бостандыкский,34500000.0
691,2,43.0,3,Ауэзовский,15000000.0
692,1,37.8,5,Жетысуский,11000000.0
693,3,62.3,1,Алатауский,21000000.0
694,2,61.0,4,Жетысуский,15500000.0
695,3,62.0,3,Алмалинский,19400000.0
696,3,58.0,2,Бостандыкский,22000000.0
697,3,75.0,4,Жетысуский,25000000.0
698,2,52.3,9,Ауэзовский,18900000.0
699,2,47.0,4,Ауэзовский,15000000.0
700,2,44.0,4,Ауэзовский,13200000.0
701,2,43.2,2,Бостандыкский,15900000.0
702,2,42.0,3,Бостандыкский,15900000.0
703,3,65.2,3,Бостандыкский,30400000.0
704,3,75.0,5,Медеуский,30880000.0
705,2,60.0,1,Бостандыкский,23500000.0
706,2,49.0,2,Ауэзовский,14500000.0
707,2,58.0,7,Ауэзовский,19500000.0
708,2,43.0,4,Ауэзовский,14600000.0
709,2,56.0,7,Алмалинский,23500000.0
710,3,76.0,4,Бостандыкский,30000000.0
711,2,55.0,3,Турксибский,19000000.0
712,2,70.0,9,Наурызбайский,18000000.0
713,3,118.0,3,Медеуский,39000000.0
714,3,75.0,9,Алмалинский,25200000.0
715,2,47.8,3,Ауэзовский,17500000.0
716,2,71.2,1,Бостандыкский,28000000.0
717,3,130.0,4,Медеуский,85000000.0
718,3,71.0,1,Алмалинский,24500000.0
719,2,32.9,5,Жетысуский,12299999.0
720,2,42.1,2,Бостандыкский,16400000.0
721,3,56.0,2,Алмалинский,21000000.0
722,3,133.0,4,Медеуский,93000000.0
723,3,112.0,7,Медеуский,67800000.0
724,3,65.0,5,Бостандыкский,26400000.0
725,3,58.0,3,Алмалинский,21700000.0
726,3,53.7,3,Турксибский,14000000.0
727,3,78.0,4,Алатауский,21000000.0
728,2,43.0,3,Бостандыкский,14500000.0
729,1,64.0,13,Наурызбайский,13500000.0
730,2,44.0,2,Ауэзовский,15000000.0
731,3,74.7,1,Бостандыкский,26400000.0
732,4,196.0,2,Бостандыкский,137707500.0
733,3,92.0,2,Бостандыкский,36000000.0
734,2,42.0,1,Бостандыкский,15500000.0
735,3,147.0,1,Бостандыкский,100504000.0
736,2,45.0,5,Ауэзовский,16500000.0
737,2,44.0,4,Ауэзовский,12500000.0
738,2,44.0,2,Бостандыкский,16500000.0
739,3,127.1,9,Алмалинский,49565000.0
740,3,82.0,3,Ауэзовский,35000000.0
741,3,102.0,9,Ауэзовский,30000000.0
742,1,12.0,1,Жетысуский,3500000.0
743,1,39.6,5,Бостандыкский,20500000.0
744,3,74.0,5,Бостандыкский,30400000.0
745,3,78.0,3,Турксибский,27000000.0
746,3,63.3,5,Ауэзовский,27000000.0
747,1,34.0,5,Ауэзовский,12200000.0
748,2,43.0,2,Турксибский,11000000.0
749,2,50.0,9,Бостандыкский,22200000.0
750,2,54.0,5,Ауэзовский,24999000.0
751,3,55.0,2,Бостандыкский,24400000.0
752,3,56.5,4,Бостандыкский,18900000.0
753,2,44.0,1,Жетысуский,12000000.0
754,2,42.0,1,Бостандыкский,16300000.0
755,3,79.6,2,Бостандыкский,28000000.0
756,1,55.0,14,Алмалинский,24000000.0
757,2,45.0,2,Бостандыкский,17000000.0
758,2,68.0,6,Ауэзовский,26000000.0
759,2,53.8,3,Медеуский,22000000.0
760,2,41.8,2,Алмалинский,18000000.0
761,3,65.0,1,Ауэзовский,22400000.0
762,2,45.0,3,Ауэзовский,15400000.0
763,3,74.0,1,Турксибский,25000000.0
764,2,56.0,5,Алмалинский,20000000.0
765,2,52.0,3,Жетысуский,17000000.0
766,3,56.2,2,Наурызбайский,20000000.0
767,3,70.0,7,Алмалинский,30000000.0
768,3,72.0,6,Наурызбайский,33500000.0
769,1,54.0,8,Ауэзовский,21500000.0
770,3,70.0,5,Ауэзовский,18800000.0
771,3,149.0,2,Бостандыкский,101677000.0
772,2,46.0,1,Ауэзовский,15900000.0
773,3,143.0,3,Бостандыкский,97257000.0
774,3,56.0,1,Бостандыкский,18900000.0
775,3,122.0,1,Алмалинский,30500000.0
776,3,114.0,3,Ауэзовский,40500000.0
777,1,42.0,1,Турксибский,7800000.0
778,3,58.0,2,Бостандыкский,21400000.0
779,2,69.8,4,Бостандыкский,28400000.0
780,1,40.0,4,Ауэзовский,14800000.0
781,2,42.0,4,Алмалинский,15900000.0
782,2,40.4,2,Бостандыкский,15200000.0
783,2,40.4,2,Бостандыкский,15200000.0
784,2,98.0,2,Бостандыкский,57000000.0
785,3,58.0,1,Алмалинский,22000000.0
786,3,56.0,2,Бостандыкский,23000000.0
787,2,43.0,2,Алмалинский,16200000.0
788,2,58.0,5,Медеуский,26500000.0
789,2,42.0,2,Бостандыкский,18000000.0
790,3,75.0,5,Бостандыкский,25400000.0
791,2,45.0,4,Алмалинский,15400000.0
792,3,91.0,4,Ауэзовский,33999999.0
793,3,68.6,4,Ауэзовский,20500000.0
794,3,70.0,5,Бостандыкский,28900000.0
795,2,43.6,4,Бостандыкский,17400000.0
796,3,67.0,3,Ауэзовский,21000000.0
797,3,60.0,2,Бостандыкский,21900000.0
798,2,61.0,3,Медеуский,22500000.0
799,4,150.0,1,Медеуский,148000000.0
800,1,41.0,9,Ауэзовский,12500000.0
801,3,62.0,2,Ауэзовский,22000000.0
802,2,62.0,2,Турксибский,30000000.0
803,3,61.0,1,Ауэзовский,16200000.0
804,2,40.0,2,Медеуский,20000000.0
805,1,44.0,1,Ауэзовский,14200000.0
806,3,75.0,5,Бостандыкский,36500000.0
807,1,33.0,4,Ауэзовский,12000000.0
808,2,45.0,1,Ауэзовский,14500000.0
809,4,83.0,3,Ауэзовский,25000000.0
810,2,77.0,4,Ауэзовский,26400000.0
811,2,44.0,4,Бостандыкский,19000000.0
812,3,135.0,5,Бостандыкский,85000000.0
813,2,54.0,1,Турксибский,18000000.0
814,1,51.0,4,Алатауский,11500000.0
815,4,75.0,2,Бостандыкский,45000000.0
816,2,43.0,4,Ауэзовский,15900000.0
817,4,75.0,2,Бостандыкский,45000000.0
818,2,43.0,4,Ауэзовский,15900000.0
819,1,46.0,5,Жетысуский,16000000.0
820,2,51.0,5,Алмалинский,28000000.0
821,1,35.0,2,Ауэзовский,13900000.0
822,2,70.0,2,Ауэзовский,22400000.0
823,3,108.0,5,Ауэзовский,37999999.0
824,2,43.0,5,Алмалинский,15600000.0
825,3,63.0,5,Ауэзовский,24000000.0
826,3,125.0,17,Бостандыкский,50000000.0
827,3,75.0,5,Бостандыкский,25400000.0
828,2,65.0,3,Медеуский,22000000.0
829,3,110.0,11,Ауэзовский,39999999.0
830,1,33.0,4,Ауэзовский,12000000.0
831,4,90.0,4,Бостандыкский,35900000.0
832,2,61.0,2,Бостандыкский,23500000.0
833,2,44.0,4,Ауэзовский,13200000.0
834,2,46.0,4,Ауэзовский,15900000.0
835,2,46.0,4,Ауэзовский,15900000.0
836,5,121.0,3,Медеуский,50000000.0
837,2,42.4,3,Алмалинский,17500000.0
838,2,57.0,9,Ауэзовский,23000000.0
839,3,58.7,1,Ауэзовский,19300000.0
840,2,52.8,1,Наурызбайский,13800000.0
841,3,65.3,4,Алмалинский,23000000.0
842,2,93.4,5,Бостандыкский,36000000.0
843,3,85.8,4,Бостандыкский,35400000.0
844,4,120.0,4,Бостандыкский,38400000.0
845,2,42.0,9,Бостандыкский,24900000.0
846,3,163.8,16,Бостандыкский,93366000.0
847,2,95.0,3,Медеуский,64600000.0
848,1,48.0,10,Бостандыкский,26700000.0
849,1,39.0,5,Ауэзовский,13500000.0
850,1,31.7,5,Жетысуский,9950000.0
851,2,70.0,5,Ауэзовский,30000000.0
852,1,39.0,5,Жетысуский,10500000.0
853,5,246.2,2,Бостандыкский,113750000.0
854,3,56.0,1,Бостандыкский,18900000.0
855,5,226.2,2,Бостандыкский,104505000.0
856,2,45.0,5,Алмалинский,15800000.0
857,2,47.0,2,Наурызбайский,14900000.0
858,1,55.7,5,Жетысуский,16500000.0
859,1,33.3,2,Наурызбайский,10500000.0
860,1,60.0,14,Наурызбайский,13000000.0
861,1,36.3,4,Алатауский,15000000.0
862,3,80.0,4,Жетысуский,16500000.0
863,2,76.0,7,Медеуский,47000000.0
864,4,200.0,2,Медеуский,152000000.0
865,4,87.0,4,Ауэзовский,32500000.0
866,3,76.0,2,Бостандыкский,27900000.0
867,3,61.0,3,Ауэзовский,15500000.0
868,1,18.0,4,Турксибский,4500000.0
869,3,70.0,2,Бостандыкский,42000000.0
870,1,31.0,3,Турксибский,10500000.0
871,2,93.0,7,Наурызбайский,19500000.0
872,3,54.0,5,Жетысуский,16000000.0
873,3,69.0,1,Турксибский,15000000.0
874,3,56.0,2,Алмалинский,18000000.0
875,2,43.0,2,Бостандыкский,15300000.0
876,1,32.6,1,Ауэзовский,11000000.0
877,3,68.0,4,Бостандыкский,31400000.0
878,4,75.7,1,Алатауский,18500000.0
879,1,34.0,5,Турксибский,8500000.0
880,2,45.0,1,Алмалинский,15900000.0
881,3,57.0,3,Наурызбайский,19000000.0
882,3,63.0,1,Ауэзовский,19000000.0
883,2,37.6,1,Алатауский,16000000.0
884,1,34.0,1,Алатауский,8700000.0
885,3,57.0,1,Ауэзовский,18000000.0
886,3,64.0,1,Ауэзовский,20000000.0
887,5,208.0,9,Ауэзовский,35000000.0
888,1,33.0,4,Бостандыкский,15000000.0
889,2,56.0,2,Турксибский,12500000.0
890,3,84.0,4,Ауэзовский,45000000.0
891,3,57.0,2,Бостандыкский,21500000.0
892,3,65.6,5,Алмалинский,24500000.0
893,2,45.0,2,Бостандыкский,16800000.0
894,4,115.0,14,Ауэзовский,41000000.0
895,1,73.0,11,Наурызбайский,14200000.0
896,2,110.0,9,Наурызбайский,17500000.0
897,2,93.0,4,Наурызбайский,23000000.0
898,2,43.0,2,Ауэзовский,15900000.0
899,2,48.0,3,Алмалинский,15500000.0
900,3,132.0,6,Наурызбайский,22500000.0
901,2,108.0,12,Наурызбайский,19500000.0
902,3,130.0,4,Бостандыкский,75000000.0
903,3,90.0,3,Бостандыкский,54000000.0
904,4,141.0,9,Бостандыкский,85000000.0
905,3,132.0,6,Наурызбайский,28000000.0
906,4,105.0,6,Бостандыкский,55500000.0
907,3,139.0,11,Алмалинский,50000000.0
908,3,85.0,5,Алмалинский,45000000.0
909,1,19.6,2,Ауэзовский,7000000.0
910,4,150.0,4,Бостандыкский,59000000.0
911,3,57.4,3,Жетысуский,21500000.0
912,3,55.6,5,Бостандыкский,19400000.0
913,3,56.0,2,Бостандыкский,20700000.0
914,2,90.0,6,Бостандыкский,36400000.0
915,4,140.0,2,Ауэзовский,58000000.0
916,3,77.0,2,Медеуский,49000000.0
917,2,46.0,4,Ауэзовский,14400000.0
918,2,40.0,2,Бостандыкский,16900000.0
919,2,51.0,5,Алмалинский,26000000.0
920,3,150.0,8,Медеуский,90500000.0
921,1,41.0,7,Ауэзовский,16000000.0
922,2,72.0,5,Бостандыкский,39000000.0
923,2,43.0,4,Ауэзовский,14700000.0
924,3,130.0,12,Алмалинский,36500000.0
925,2,50.0,2,Турксибский,14500000.0
926,4,90.0,4,Алмалинский,40000000.0
927,3,66.0,5,Турксибский,23000000.0
928,3,97.0,5,Алмалинский,49400000.0
929,4,125.0,9,Бостандыкский,65000000.0
930,1,38.8,4,Алмалинский,18000000.0
931,1,61.0,14,Ауэзовский,24000000.0
932,3,78.0,20,Алмалинский,28500000.0
933,2,69.8,4,Бостандыкский,28400000.0
934,4,125.0,7,Ауэзовский,50500000.0
935,2,46.0,4,Алмалинский,14900000.0
936,4,105.0,3,Бостандыкский,52000000.0
937,3,61.9,3,Алмалинский,31000000.0
938,1,45.0,6,Бостандыкский,26500000.0
939,1,34.0,1,Ауэзовский,12200000.0
940,3,65.0,3,Алмалинский,24300000.0
941,3,87.0,6,Ауэзовский,31999999.0
942,2,46.0,4,Ауэзовский,14400000.0
943,2,45.0,4,Алмалинский,16400000.0
944,3,116.0,7,Ауэзовский,36700000.0
